Project Name,Checkpoint Name,Created On,File Name,Lines,Statements,Percent Branch Statements,Percent Lines with Comments,Classes Defined,Methods Implemented per Class,Average Statements per Method,Line Number of Most Complex Function*,Name of Most Complex Function*,Maximum Complexity*,Line Number of Deepest Block,Maximum Block Depth,Average Block Depth,Average Complexity*,Functions,Statements at block level 0,Statements at block level 1,Statements at block level 2,Statements at block level 3,Statements at block level 4,Statements at block level 5,Statements at block level 6,Statements at block level 7,Statements at block level 8,Statements at block level 9
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F100\uC_Base_HW_IDs_STM32F100.cpp,534,45,0.0,14.2,0,6.00,1.0,217,uC_Base_STM32F100::uC_BASE_I2C_INT2(),1,217,1,0.13,1.00,0,39,6,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F100\uC_Base_HW_IDs_STM32F100.h,293,26,0.0,39.2,0,0.00,0.0,,,0,17,0,0.00,0.00,0,26,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F100\uC_Base_STM32F100.cpp,214,54,16.7,36.9,0,13.00,3.0,130,uC_Base_STM32F100::Get_Ext_Int_Ctrl(),4,49,2,0.89,1.77,0,15,30,9,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F100\uC_Base_STM32F100.h,87,46,2.2,27.6,1,1.00,4.0,51,uC_Base_STM32F100::Get_Device_Sig(),3,54,3,1.04,3.00,0,3,39,3,1,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F100\uC_IO_Define_STM32F100.cpp,441,294,0.0,21.8,0,0.00,0.0,,,0,9,0,0.00,0.00,0,294,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F100\uC_IO_Define_STM32F100.h,349,240,0.0,14.3,0,0.00,0.0,,,0,17,0,0.00,0.00,0,240,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F100\uC_STM32F100.h,21,2,0.0,71.4,0,0.00,0.0,,,0,17,0,0.00,0.00,0,2,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F101\IAR_uC_STM32F101.h,3483,2638,0.0,12.9,0,0.00,0.0,,,0,907,1,0.02,0.00,0,2594,44,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F101\uC_Base_HW_IDs_STM32F101.cpp,555,27,0.0,16.2,0,0.00,0.0,,,0,32,0,0.00,0.00,0,27,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F101\uC_Base_HW_IDs_STM32F101.h,257,31,0.0,33.1,0,0.00,0.0,,,0,17,0,0.00,0.00,0,31,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F101\uC_Base_STM32F101.cpp,245,49,16.3,47.8,0,12.00,2.9,141,uC_Base_STM32F101::Get_Ext_Int_Ctrl(),4,77,2,0.88,1.75,0,14,27,8,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F101\uC_Base_STM32F101.h,69,29,3.4,33.3,1,1.00,4.0,50,uC_Base_STM32F101::Get_Device_Sig(),3,53,3,1.07,3.00,0,3,22,3,1,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F101\uC_IO_Define_STM32F101.cpp,437,276,0.0,25.4,0,0.00,0.0,,,0,28,0,0.00,0.00,0,276,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F101\uC_IO_Define_STM32F101.h,312,205,0.0,16.0,0,0.00,0.0,,,0,17,0,0.00,0.00,0,205,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F101\uC_STM32F101.h,21,2,0.0,71.4,0,0.00,0.0,,,0,17,0,0.00,0.00,0,2,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F105\IAR_uC_STM32F105.h,3483,2638,0.0,12.9,0,0.00,0.0,,,0,907,1,0.02,0.00,0,2594,44,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F105\uC_Base_HW_IDs_STM32F105.cpp,549,28,0.0,10.7,0,0.00,0.0,,,0,13,0,0.00,0.00,0,28,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F105\uC_Base_HW_IDs_STM32F105.h,266,27,0.0,32.3,0,0.00,0.0,,,0,17,0,0.00,0.00,0,27,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F105\uC_Base_STM32F105.cpp,205,49,16.3,39.0,0,12.00,2.9,113,uC_Base_STM32F105::Get_Ext_Int_Ctrl(),4,49,2,0.88,1.75,0,14,27,8,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F105\uC_Base_STM32F105.h,70,30,3.3,32.9,1,1.00,4.0,50,uC_Base_STM32F105::Get_Device_Sig(),3,53,3,1.07,3.00,0,3,23,3,1,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F105\uC_IO_Define_STM32F105.cpp,411,276,0.0,21.9,0,0.00,0.0,,,0,9,0,0.00,0.00,0,276,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F105\uC_IO_Define_STM32F105.h,310,205,0.0,16.1,0,0.00,0.0,,,0,17,0,0.00,0.00,0,205,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F105\uC_STM32F105.h,21,2,0.0,71.4,0,0.00,0.0,,,0,17,0,0.00,0.00,0,2,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F107\IAR_uC_STM32F107.h,3483,2638,0.0,12.9,0,0.00,0.0,,,0,907,1,0.02,0.00,0,2594,44,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F107\uC_Base_HW_IDs_STM32F107.cpp,753,65,0.0,11.8,0,9.00,1.0,276,uC_Base_STM32F107::uC_BASE_I2C_INT3(),1,276,1,0.14,1.00,0,56,9,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F107\uC_Base_HW_IDs_STM32F107.h,300,30,0.0,34.7,0,0.00,0.0,,,0,17,0,0.00,0.00,0,30,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F107\uC_Base_STM32F107.cpp,254,67,17.9,34.6,0,15.00,3.3,145,uC_Base_STM32F107::Get_Ext_Int_Ctrl(),4,48,2,0.93,1.87,0,17,38,12,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F107\uC_Base_STM32F107.h,90,51,2.0,24.4,1,1.00,4.0,52,uC_Base_STM32F107::Get_Device_Sig(),3,55,3,1.04,3.00,0,3,44,3,1,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F107\uC_IO_Define_STM32F107.cpp,520,334,0.0,21.9,0,0.00,0.0,,,0,9,0,0.00,0.00,0,334,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F107\uC_IO_Define_STM32F107.h,439,282,0.0,18.2,0,0.00,0.0,,,0,17,0,0.00,0.00,0,282,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\STM32F107\uC_STM32F107.h,21,2,0.0,71.4,0,0.00,0.0,,,0,17,0,0.00,0.00,0,2,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_AtoD.cpp,286,91,18.7,33.2,0,6.00,12.0,61,uC_AtoD::uC_AtoD(),19,93,5,1.95,4.00,0,19,17,27,12,10,6,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_AtoD.h,91,18,0.0,44.0,1,1.00,0.0,52,uC_AtoD::~uC_AtoD(),1,51,1,0.72,1.00,0,5,13,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Base.cpp,167,75,54.7,19.8,0,5.00,13.4,95,uC_Base::Is_Periph_Clock_Enabled(),7,48,3,1.80,5.20,0,8,12,42,13,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Base.h,432,161,0.0,39.6,1,3.00,0.7,293,uC_Base::Get_USB_Ctrl(),1,297,2,0.19,1.00,0,133,26,2,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_CAN.cpp,534,180,23.3,24.2,0,17.00,9.2,172,uC_CAN::CAN_Data_Transmit(),8,37,3,1.23,3.53,0,23,95,59,3,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_CAN.h,144,54,0.0,40.3,1,0.00,0.0,,,0,96,1,0.39,0.00,0,33,21,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Code_Range.cpp,92,25,0.0,46.7,0,0.00,0.0,32,uC_CODE_RANGE_CRC_Val(),1,34,1,0.44,1.00,6,14,11,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Code_Range.h,31,7,0.0,64.5,0,0.00,0.0,,,0,17,0,0.00,0.00,0,7,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_CStack.cpp,102,31,9.7,31.4,0,0.00,0.0,66,uC_CSTACK_Used(),6,54,2,0.94,4.00,2,8,17,6,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_CStack.h,29,3,0.0,69.0,0,0.00,0.0,,,0,17,0,0.00,0.00,0,3,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_DMA.cpp,351,104,21.2,35.0,0,14.00,6.0,33,uC_DMA::uC_DMA(),19,69,4,1.58,2.36,0,20,36,22,20,6,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_DMA.h,124,45,0.0,21.0,1,4.00,0.8,81,uC_DMA::Empty(),1,92,2,0.73,1.00,0,15,27,3,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Ext_Int.cpp,446,147,25.9,26.5,0,17.00,7.0,96,uC_Ext_Int::Attach_IRQ(),10,52,3,1.29,3.35,0,28,65,38,16,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Ext_Int.h,70,25,0.0,38.6,1,1.00,0.0,44,uC_Ext_Int::~uC_Ext_Int(),1,43,1,0.64,1.00,0,9,16,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Flash.cpp,1098,454,20.7,24.0,0,19.00,17.1,638,uC_Flash::Write_Buff(),16,195,5,1.74,5.74,0,44,156,161,65,21,7,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Flash.h,173,54,0.0,34.1,1,6.00,0.7,61,uC_Flash::Continue(),1,76,2,0.46,1.00,0,33,17,4,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Flash_Basic.cpp,456,160,25.0,25.2,0,15.00,8.9,169,uC_Flash::Write_Now(),8,183,4,1.64,3.93,0,27,54,41,25,13,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Flash_Basic.h,167,48,0.0,35.3,1,7.00,0.7,62,uC_Flash::Continue(),1,77,2,0.83,1.00,0,13,30,5,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_I2C.cpp,752,304,28.0,25.1,0,25.00,11.0,305,uC_I2C::Read(),21,247,6,2.11,4.00,0,28,97,64,63,37,11,4,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_I2C.h,394,63,0.0,52.5,1,1.00,0.0,168,uC_I2C::~uC_I2C(),1,43,1,0.87,1.00,0,8,55,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Input.cpp,211,47,23.4,24.6,0,4.00,9.3,63,uC_Input::Debounce_Pins(),6,41,3,1.26,3.75,0,10,18,16,3,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Input.h,63,19,0.0,41.3,1,3.00,0.7,39,uC_Input::Config_Input_Pin(),1,42,2,0.84,1.00,0,5,12,2,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Interrupt.cpp,254,56,12.5,55.9,0,4.00,9.3,140,uC_Interrupt::Set_Vector(),6,173,3,1.02,3.00,0,19,23,8,6,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Interrupt.h,89,38,0.0,42.7,1,5.00,1.0,80,uC_Interrupt::Set_Int(),1,80,2,0.53,1.00,0,23,10,5,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_IO_Config.cpp,349,123,25.2,29.5,0,9.00,12.4,31,uC_IO_Config::uC_IO_Config(),9,60,5,1.99,4.44,0,11,38,34,24,13,3,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_IO_Config.h,91,36,0.0,24.2,1,11.00,0.9,43,uC_IO_Config::Get_Input_Bits(),1,47,2,1.14,1.00,0,5,21,10,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Multi_Timers.cpp,287,92,18.5,31.7,0,12.00,6.4,256,uC_Multi_Timers::Int_Handler(),5,274,4,1.36,2.42,0,15,40,28,7,2,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Multi_Timers.h,78,30,0.0,34.6,2,2.00,0.5,58,uC_Multi_Timers::Dummy_Static(),1,59,2,1.00,1.00,0,5,20,5,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_OS_Device_Defines.h,120,14,0.0,28.3,0,0.00,0.0,,,0,17,0,0.00,0.00,0,14,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_OS_Interrupt.cpp,89,15,13.3,58.4,0,3.00,2.3,38,uC_OS_Interrupt::Set_OS_Vect(),3,43,2,0.60,1.67,0,8,5,2,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_OS_Interrupt.h,96,23,0.0,42.7,1,5.00,1.0,85,uC_OS_Interrupt::Set_Int(),1,85,2,0.83,1.00,0,9,9,5,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_OS_Tick.cpp,81,17,0.0,54.3,0,3.00,3.0,44,uC_OS_Tick::OS_Tick_Handler(),1,76,2,0.59,1.00,0,8,8,1,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_OS_Tick.h,60,8,0.0,63.3,1,0.00,0.0,,,0,45,1,0.75,0.00,0,2,6,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_PWM.cpp,321,128,25.8,19.6,0,6.00,18.8,185,uC_PWM::Configure(),14,59,3,1.40,5.67,0,15,60,40,13,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_PWM.h,72,20,0.0,38.9,1,1.00,0.0,50,uC_PWM::~uC_PWM(),1,48,1,0.70,1.00,0,6,14,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_RAM.cpp,691,254,25.6,31.1,0,11.00,20.4,207,uC_RAM::Mark_As_Volatile(),12,164,5,1.80,6.45,0,30,87,69,45,18,5,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_RAM.h,283,36,0.0,68.9,1,1.00,1.0,131,uC_RAM::Update_Static(),1,133,2,0.81,1.00,0,8,27,1,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Rand_Num.cpp,77,21,9.5,36.4,0,2.00,7.5,57,uC_Rand_Num::Get(),3,68,3,1.14,2.00,0,6,9,3,3,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Rand_Num.h,48,7,0.0,52.1,1,1.00,0.0,36,uC_Rand_Num::~uC_Rand_Num(),1,35,1,0.57,1.00,0,3,4,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Reset.cpp,135,30,23.3,46.7,0,5.00,4.2,47,uC_Reset::uC_Reset(),8,56,2,0.90,2.60,0,9,15,6,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Reset.h,104,13,0.0,61.5,1,1.00,0.0,60,uC_Reset::~uC_Reset(),1,55,1,0.62,1.00,0,5,8,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Single_Timer.cpp,129,41,7.3,41.1,0,7.00,4.1,54,uC_Single_Timer::Set_Timeout(),3,71,2,0.83,1.43,0,12,24,5,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Single_Timer.h,57,17,0.0,43.9,1,2.00,0.5,37,uC_Single_Timer::Time_Expired(),1,50,2,0.82,1.00,0,4,12,1,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_SPI.cpp,493,159,22.6,31.4,0,16.00,8.4,135,uC_SPI::Configure_Chip_Select(),14,155,4,1.65,3.06,0,24,51,43,38,3,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_SPI.h,550,98,2.0,64.2,1,18.00,2.8,160,uC_SPI::Dump(),2,131,2,1.34,1.11,0,18,29,51,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Test.cpp,1093,485,8.7,25.3,0,0.00,0.0,894,uC_TEST_PWM_Test_Init(),11,337,3,1.01,2.39,33,124,257,80,24,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Test.h,27,2,0.0,74.1,0,0.00,0.0,,,0,17,0,0.00,0.00,0,2,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Tick.cpp,103,13,0.0,69.9,0,3.00,2.0,34,uC_Tick::Tick_Handler(),1,37,1,0.46,1.00,0,7,6,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Tick.h,61,9,0.0,60.7,1,0.00,0.0,,,0,51,1,0.56,0.00,0,4,5,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Timers.cpp,305,103,12.6,25.9,0,15.00,5.5,72,uC_Timers::Attach_CC_Callback(),4,85,3,1.09,1.87,0,20,58,21,4,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Timers.h,107,57,0.0,27.1,1,10.00,1.5,49,uC_Timers::Raw_Int_Handler_Static(),1,65,2,1.12,1.00,0,8,34,15,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Timers_HW.cpp,204,72,13.9,24.0,0,7.00,8.7,58,uC_Timers_HW::Attach_CC_Callback(),4,36,2,1.18,2.43,0,11,37,24,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Timers_HW.h,104,60,0.0,27.9,1,17.00,1.2,37,uC_Timers_HW::Dummy_Vect_Static(),1,51,2,1.25,1.00,0,5,35,20,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_USART.cpp,284,105,31.4,24.3,0,11.00,8.2,163,uC_USART::Configure(),15,176,4,1.75,3.09,0,15,33,28,21,8,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_USART.h,273,115,0.0,44.0,1,31.00,1.5,125,uC_USART::Set_TX_Data(),1,139,2,1.30,1.00,0,14,53,48,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_USART_Buff.h,181,32,0.0,54.1,1,1.00,0.0,40,uC_USART_Buff::uC_USART_Buff(),1,40,1,0.84,1.00,0,5,27,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_USART_DMA.cpp,725,271,28.4,25.4,0,17.00,14.8,393,uC_USART_DMA::USART_Int(),19,414,5,1.71,4.88,0,20,116,81,37,10,7,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_USART_DMA.h,184,51,0.0,50.0,1,5.00,1.0,138,uC_USART_DMA::TX_DMA_Int_Static(),1,139,2,0.98,1.00,0,6,40,5,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_USART_HW.cpp,254,96,35.4,23.2,0,8.00,10.8,138,uC_USART_HW::Configure(),15,152,4,1.88,4.00,0,10,29,28,21,8,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_USART_HW.h,152,82,2.4,18.4,1,25.00,1.0,122,uC_USART_HW::Screen_RX_Data(),3,128,4,1.26,1.08,0,8,48,24,1,1,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_USART_Soft_DMA.cpp,617,237,30.4,23.7,0,15.00,14.7,338,uC_USART_Soft_DMA::USART_Int(),22,359,4,1.72,5.00,0,17,95,74,40,11,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_USART_Soft_DMA.h,177,45,0.0,49.2,1,3.00,1.0,131,uC_USART_Soft_DMA::TX_Timer_Int_Static(),1,132,2,0.93,1.00,0,6,36,3,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_USART_USB.cpp,671,239,17.6,29.1,0,20.00,10.1,405,uC_USART_USB::Usb_Cdc_Receive(),15,425,5,1.68,2.68,5,31,110,36,37,16,9,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_USART_USB.h,280,56,0.0,58.2,1,2.00,1.0,171,uC_USART_USB::TX_Timer_Int_Static(),1,172,2,0.89,1.00,0,8,46,2,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_USARTQ.cpp,678,113,22.1,11.2,0,5.50,8.9,154,uC_USART::Configure(),11,52,3,1.43,3.00,0,15,46,40,12,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_USARTQ.h,76,21,0.0,51.3,1,0.00,0.0,,,0,52,1,0.67,0.00,0,7,14,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_USB.cpp,38,13,15.4,21.1,0,2.00,5.0,11,uC_USB::uC_USB(),3,18,2,1.31,2.00,0,3,3,7,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_USB.h,34,10,0.0,44.1,1,0.00,0.0,,,0,28,1,0.30,0.00,0,7,3,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_USB_HW.cpp,71,19,10.5,40.8,0,3.00,4.0,20,uC_USB_HW::uC_USB_HW(),3,30,2,0.95,1.67,0,7,6,6,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_USB_HW.h,95,18,0.0,58.9,1,0.00,0.0,,,0,35,1,0.56,0.00,0,8,10,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Watchdog.cpp,157,38,10.5,42.0,0,9.00,2.4,53,uC_Watchdog::Handler(),3,59,2,0.74,1.44,0,16,16,6,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Watchdog.h,70,20,0.0,47.1,1,1.00,1.0,51,uC_Watchdog::Feed_Dog(),1,52,2,0.85,1.00,0,4,15,1,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Watchdog_HW.cpp,132,34,8.8,46.2,0,3.00,6.7,72,uC_Watchdog_HW::Set_Timeout(),4,85,3,1.09,2.33,0,14,7,9,4,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\uC_Watchdog_HW.h,66,13,0.0,51.5,1,2.00,0.0,49,uC_Watchdog_HW::~uC_Watchdog_HW(),1,40,1,0.77,1.00,0,3,10,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F1xx\usbconfig.c,46,23,26.1,4.3,0,1.00,22.0,2,uC_IO_Config::uC_IO_Config(),7,23,4,2.13,7.00,0,1,8,4,7,3,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\Advanced_Vect.cpp,113,32,9.4,36.3,0,5.00,3.8,40,Advanced_Vect::Advanced_Vect(),3,49,2,0.72,1.60,0,13,15,4,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\Advanced_Vect.h,120,71,0.0,45.0,1,26.00,1.0,83,Advanced_Vect::Null_Advanced_Vect(),1,83,2,1.30,1.00,0,4,42,25,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\Device_Defines.h,187,49,0.0,54.5,0,0.00,0.0,123,Pop_Int(),1,123,1,0.06,1.00,2,46,3,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\I2C_Manager.cpp,123,37,27.0,36.6,0,4.00,7.8,41,I2C_Manager::Write_Data(),7,61,3,1.32,4.00,0,6,17,10,4,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\I2C_Manager.h,122,14,0.0,65.6,1,1.00,1.0,116,I2C_Manager::Transfer_Finish_Static(),1,118,2,0.64,1.00,0,6,7,1,0,0,0,0,0,0,0
