Project Name,Checkpoint Name,Created On,File Name,Method,Complexity,Statements,Maximum Depth,Calls
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Single_Timer.h,uC_Single_Timer.Time_Expired(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Single_Timer.h,uC_Single_Timer.~uC_Single_Timer(),1,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.cpp,uC_SPI.Configure_Chip_Select(),4,9,3,4
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.cpp,uC_SPI.Configure_Chip_Select(),14,36,4,10
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.cpp,uC_SPI.De_Select_Chip(),1,1,1,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.cpp,uC_SPI.Disable_RX_DMA(),1,5,1,5
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.cpp,uC_SPI.Disable_TX_DMA(),1,5,1,5
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.cpp,uC_SPI.Disable_XChange_DMA(),1,6,1,6
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.cpp,uC_SPI.Enable_RX_DMA(),1,5,1,4
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.cpp,uC_SPI.Enable_TX_DMA(),1,5,1,4
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.cpp,uC_SPI.Enable_XChange_DMA(),1,7,1,6
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.cpp,uC_SPI.Exchange_Data(),1,8,1,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.cpp,uC_SPI.Select_Chip(),1,10,1,5
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.cpp,uC_SPI.Set_Int_Vect(),1,1,1,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.cpp,uC_SPI.Set_OS_Int_Vect(),1,1,1,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.cpp,uC_SPI.Set_RX_DMA(),1,2,1,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.cpp,uC_SPI.Set_RX_DMA(),1,2,1,2
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.cpp,uC_SPI.Set_SPI_Clock(),4,8,2,2
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.cpp,uC_SPI.Set_TX_DMA(),1,2,1,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.cpp,uC_SPI.Set_TX_DMA(),1,2,1,2
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.cpp,uC_SPI.Set_XChange_DMA(),1,2,1,2
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.cpp,uC_SPI.uC_SPI(),5,14,3,5
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.cpp,uC_SPI.uC_SPI(),11,38,3,25
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.cpp,uC_SPI.~uC_SPI(),1,2,1,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.h,uC_SPI.Dump(),3,5,2,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.h,uC_SPI.Exchange_Byte(),2,3,2,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.h,uC_SPI.Exchange_Word(),2,3,2,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.h,uC_SPI.Get_Semaphore(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.h,uC_SPI.Release_Semaphore(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.h,uC_SPI.RX_Byte(),3,7,2,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.h,uC_SPI.RX_Data_Reg_Full(),1,4,2,3
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.h,uC_SPI.RX_DMA_Busy(),1,1,2,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.h,uC_SPI.RX_UINT16(),3,7,2,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.h,uC_SPI.TX_Byte(),1,3,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.h,uC_SPI.TX_Data_Reg_Empty(),1,4,2,3
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.h,uC_SPI.TX_DMA_Busy(),1,1,2,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.h,uC_SPI.TX_Shift_Empty(),1,4,2,3
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.h,uC_SPI.TX_Word(),1,3,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.h,uC_SPI.XChange_DMA_Busy(),1,1,2,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.cpp,uC_TEST_AT25DF_Init(),1,37,1,66
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.cpp,uC_TEST_AT25DF_Task(),1,2,1,4
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.cpp,uC_TEST_AtoD_Int_CBACK(),1,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.cpp,uC_TEST_AtoD_Test_Init(),1,3,1,4
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.cpp,uC_TEST_CR_Fallback_Func(),1,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.cpp,uC_TEST_CR_Tasker_Init(),1,15,1,28
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.cpp,uC_TEST_CR_Tasker_Task0(),2,10,2,8
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.cpp,uC_TEST_CR_Tasker_Task1(),2,10,2,8
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.cpp,uC_TEST_CR_Tasker_Task2(),2,14,2,10
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.cpp,uC_TEST_CR_Tasker_Task3(),2,16,2,14
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.cpp,uC_TEST_CR_Tasker_Task4(),1,9,1,10
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.cpp,uC_TEST_CR_Timer0_Func(),1,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.cpp,uC_TEST_CR_Timer1_Func(),1,2,1,4
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.cpp,uC_TEST_CR_Timer2_Func(),1,2,1,4
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.cpp,uC_TEST_CR_Timer3_Func(),2,9,2,8
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.cpp,uC_TEST_DMA_Init(),6,20,3,12
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.cpp,uC_TEST_FRAM_Init(),1,5,1,8
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.cpp,uC_TEST_FRAM_Task(),2,8,2,4
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.cpp,uC_TEST_Init(),1,1,1,2
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.cpp,uC_TEST_Init_String(),2,3,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.cpp,uC_TEST_Input_Test_Init(),1,3,1,3
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.cpp,uC_TEST_Input_Test_Task(),5,3,2,4
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.cpp,uC_TEST_Interrupt_Test_Init(),1,1,1,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.cpp,uC_TEST_IO_Config_Test_Init(),8,32,3,29
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.cpp,uC_TEST_RAM_Testing(),2,64,1,97
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.cpp,uC_TEST_Soft_Reset_Test_Init(),2,5,2,3
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.cpp,uC_TEST_SPI_Test_Init(),6,28,2,40
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.cpp,uC_TEST_Watchdog_Test_Init(),5,18,3,9
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_Timers.cpp,uC_Multi_Timers0_Test_Cback(),1,1,1,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_Timers.cpp,uC_Multi_Timers1_Test_Cback(),1,1,1,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_Timers.cpp,uC_Multi_Timers2_Test_Cback(),1,1,1,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_Timers.cpp,uC_Multi_Timers3_Test_Cback(),1,1,1,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_Timers.cpp,uC_TEST_Multi_Timers_Test_Init(),12,36,5,22
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_Timers.cpp,uC_TEST_PWM_Test_Init(),11,62,3,71
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_Timers.cpp,uC_TEST_PWM_Timers_Int_CBACK(),3,6,2,5
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_Timers.cpp,uC_TEST_Single_Timer_Int_CBACK(),1,1,1,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_Timers.cpp,uC_TEST_Single_Timer_Test_Init(),7,26,4,20
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_Timers.cpp,uC_TEST_Timers_Init(),1,2,1,2
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_Timers.cpp,uC_TEST_Timers_uSec_Test_Init(),5,15,4,17
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_Timers.cpp,uC_TEST_uC_Delay(),2,8,2,13
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_USART.cpp,Flicker_Debug(),2,5,2,8
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_USART.cpp,uC_TEST_USART_Init(),1,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_USART.cpp,uC_TEST_USART_Int_Handler(),8,17,4,12
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_USART.cpp,uC_TEST_USART_Test_Init(),3,16,1,24
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_USART.cpp,uC_USART_DMA_RX_Buff_Full_Test_Cback(),1,11,1,18
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_USART.cpp,uC_USART_DMA_RX_Timeout_Test_Cback(),1,7,1,10
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_USART.cpp,uC_USART_DMA_Test(),2,8,2,12
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_USART.cpp,uC_USART_DMA_Test_Timeout(),1,5,1,8
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_USART.cpp,uC_USART_DMA_The_Works_Test_Cback(),6,11,2,19
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_USART.cpp,uC_USART_DMA_TX_Buff_Empty_Test_Cback(),1,6,1,8
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_USART.cpp,uC_USART_DMA_TX_Complete_Test_Cback(),1,5,1,6
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_USART.cpp,uC_USART_DMA_TX_Timeout_Test_Cback(),1,7,1,10
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_USART.cpp,uC_USART_DMA_TXRX_Buff_Full_Test_Cback(),5,6,2,10
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_USART.cpp,uC_USART_DMA_TXRX_Timeout_Test_Cback(),1,6,1,8
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Tick.cpp,uC_Tick.Start_Tick(),1,2,1,2
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Tick.cpp,uC_Tick.Tick_Handler(),1,1,1,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Tick.cpp,uC_Tick.uC_Tick(),1,3,1,2
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers.cpp,uC_Timers.Attach_Callback(),4,9,3,4
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers.cpp,uC_Timers.Attach_CC_Callback(),4,9,3,4
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers.cpp,uC_Timers.Get_Timer_Ticks(),2,7,2,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers.cpp,uC_Timers.Int_Handler(),1,2,1,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers.cpp,uC_Timers.Raw_Int_Handler(),1,1,1,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers.cpp,uC_Timers.Run(),1,2,1,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers.cpp,uC_Timers.Set_Callback(),1,1,1,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers.cpp,uC_Timers.Set_Tick_Frequency(),4,11,2,7
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers.cpp,uC_Timers.Set_Timeout(),5,17,2,7
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers.cpp,uC_Timers.Set_Timer_Frequency(),3,12,2,6
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers.cpp,uC_Timers.Start_Timeout(),2,6,2,3
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers.cpp,uC_Timers.Stop(),1,1,1,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers.cpp,uC_Timers.Stop_Timeout(),1,4,1,2
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers.cpp,uC_Timers.Timeout_Running(),1,1,1,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers.cpp,uC_Timers.uC_Timers(),3,9,2,5
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers.h,uC_Timers.Ack_Int(),1,5,2,4
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers.h,uC_Timers.Disable_Int(),1,1,2,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers.h,uC_Timers.Enable_Int(),1,1,2,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers.h,uC_Timers.Get_Timer_Byte_Size(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers.h,uC_Timers.Get_Timer_Value(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers.h,uC_Timers.Int_Handler_Static(),1,1,2,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers.h,uC_Timers.Raw_Int_Handler_Static(),1,1,2,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers.h,uC_Timers.Restart_Timeout(),1,3,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers.h,uC_Timers.Time_Expired(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers.h,uC_Timers.Time_Expired(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers.h,uC_Timers.~uC_Timers(),1,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers_HW.cpp,uC_Timers_HW.Attach_Callback(),4,12,2,5
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers_HW.cpp,uC_Timers_HW.Attach_CC_Callback(),4,12,2,5
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers_HW.cpp,uC_Timers_HW.Get_Timer_Ticks(),2,7,2,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers_HW.cpp,uC_Timers_HW.Int_Handler(),1,2,1,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers_HW.cpp,uC_Timers_HW.Set_Tick_Frequency(),4,11,2,7
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers_HW.cpp,uC_Timers_HW.Set_Timer_Frequency(),3,12,2,6
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers_HW.cpp,uC_Timers_HW.uC_Timers_HW(),5,14,2,5
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers_HW.h,uC_Timers_HW.Ack_Int(),1,5,2,4
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers_HW.h,uC_Timers_HW.Disable(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers_HW.h,uC_Timers_HW.Disable_CC_Int(),1,1,2,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers_HW.h,uC_Timers_HW.Disable_Int(),1,1,2,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers_HW.h,uC_Timers_HW.Dummy_Vect(),1,1,2,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers_HW.h,uC_Timers_HW.Dummy_Vect_Static(),1,1,2,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers_HW.h,uC_Timers_HW.Elapsed_nSec(),1,5,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers_HW.h,uC_Timers_HW.Enable(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers_HW.h,uC_Timers_HW.Enable_CC_Int(),1,1,2,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers_HW.h,uC_Timers_HW.Enable_Int(),1,1,2,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers_HW.h,uC_Timers_HW.Get_Time_nSec(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers_HW.h,uC_Timers_HW.Get_Timer_Byte_Size(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers_HW.h,uC_Timers_HW.Get_Timer_Value(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers_HW.h,uC_Timers_HW.Init_nSec(),1,3,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers_HW.h,uC_Timers_HW.Int_Handler_Static(),1,1,2,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers_HW.h,uC_Timers_HW.Num_Compares(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers_HW.h,uC_Timers_HW.Raw_Int_Handler_Static(),1,1,2,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers_HW.h,uC_Timers_HW.Run(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers_HW.h,uC_Timers_HW.Time_Expired(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers_HW.h,uC_Timers_HW.~uC_Timers_HW(),1,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.cpp,uC_USART.Configure(),15,45,4,7
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.cpp,uC_USART.Disable_RX(),2,5,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.cpp,uC_USART.Disable_TX(),2,5,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.cpp,uC_USART.Enable_RX(),1,1,1,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.cpp,uC_USART.Enable_TX(),1,1,1,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.cpp,uC_USART.Set_Baud_Rate(),1,6,1,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.cpp,uC_USART.Set_Int_Vect(),1,2,1,2
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.cpp,uC_USART.Set_OS_Int_Vect(),1,2,1,2
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.cpp,uC_USART.Set_RX_DMA(),1,2,1,2
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.cpp,uC_USART.Set_TX_DMA(),1,2,1,2
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.cpp,uC_USART.uC_USART(),8,21,3,17
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.Clear_Int_Status(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.Disable_All_Ints(),1,1,2,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.Disable_Int(),1,1,2,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.Disable_Parity_Error_Int(),1,2,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.Disable_RX_DMA(),1,4,2,3
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.Disable_RX_Ready_Int(),1,2,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.Disable_TX_DMA(),1,4,2,3
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.Disable_TX_Empty_Int(),1,2,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.Enable_Int(),1,1,2,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.Enable_Parity_Error_Int(),1,2,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.Enable_RX_DMA(),1,4,2,3
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.Enable_RX_Ready_Int(),1,2,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.Enable_TX_DMA(),1,4,2,3
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.Enable_TX_Empty_Int(),1,2,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.Get_Int_Status_Bits(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.Get_RX_Data(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.Get_RX_DMA_Length(),1,1,2,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.Get_TX_DMA_Length(),1,1,2,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.Int_Enabled(),1,1,2,1
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.Parity_Error_Int_Enabled(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.Parity_Error_Int_Status(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.RX_Ready_Int_Enabled(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.RX_Ready_Int_Status(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.RX_Ready_Status(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.Set_TX_Data(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.TX_Data_Empty_Status(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.TX_Empty_Int_Enabled(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.TX_Empty_Int_Status(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.TX_Empty_Status(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.USART_Port_Number(),1,1,2,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,uC_USART.~uC_USART(),1,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART_Buff.h,uC_USART_Buff.uC_USART_Buff(),1,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART_DMA.cpp,uC_USART_DMA.Config_Callback(),8,18,2,11
